MaCCQE,CoulombCCQE,MaNCEL,EtaNCEL,NormCCMEC,NormNCMEC,FracPN_CCMEC,FracDelta_CCMEC,MaCCRES,MvCCRES,MaNCRES,MvNCRES,NonRESBGvpCC1pi,NonRESBGvpCC2pi,NonRESBGvpNC1pi,NonRESBGvpNC2pi,NonRESBGvnCC1pi,NonRESBGvnCC2pi,NonRESBGvnNC1pi,NonRESBGvnNC2pi,NonRESBGvbarpCC1pi,NonRESBGvbarpCC2pi,NonRESBGvbarpNC1pi,NonRESBGvbarpNC2pi,NonRESBGvbarnCC1pi,NonRESBGvbarnCC2pi,NonRESBGvbarnNC1pi,NonRESBGvbarnNC2pi,AhtBY,BhtBY,CV1uBY,CV2uBY,AGKYxF1pi,AGKYpT1pi,MFP_pi,MFP_N,FrCEx_pi,FrInel_pi,FrAbs_pi,FrCEx_N,FrInel_N,FrAbs_N,RDecBR1gamma,RDecBR1eta,XSecShape_CCMEC,RPA_CCQE
6.05413,-1.77484,-1.7012,-1.14801,2.43646,-3.59574,-0.998323,1.01767,-0.28684,-0.294134,0.154251,-0.0864164,-0.463023,-2.37274,-0.0156305,-0.254939,0.0941534,2.375,-0.178016,-0.0550411,-0.233433,-0.274947,1.30829,0.556667,1.27153,-0.143528,0.764462,1.73382,-0.86043,1.67047,-1.04522,1.91,1.0402,0.0715849,-0.323291,1.17405,0.809443,1.30923,0.079664,0.945783,-1.41752,-0.322426,1.10416,0.826522,1.0,0.151
7.61993,2.08396,-1.35907,0.360847,-0.0329294,3.288,1.33996,0.695477,1.32576,-0.26379,-0.424794,0.184886,-0.667364,0.728379,-1.84399,0.817387,-0.461535,-0.915709,1.11351,-1.04293,-0.826638,0.589342,1.06418,-0.28472,0.638601,-0.385344,0.5169,-0.780305,-1.15171,-0.799697,0.564228,-1.4324,-1.743,-1.56288,0.267231,-1.04909,1.35551,0.443171,-0.658132,-0.253969,1.11515,0.198462,-1.37772,-0.783034,1.0,0.151
3.56867,-0.772923,-0.903815,0.4877,0.884748,-0.52814,1.44395,-0.219457,-0.749935,0.671374,0.43634,-0.176604,-0.991302,0.205792,-0.280222,0.944332,1.42827,-0.342735,-0.533454,0.325394,-1.03234,1.56814,-0.166771,0.993416,-2.55197,0.93962,-0.553243,-0.726825,-1.21604,0.505397,-0.717453,1.15636,0.237687,-1.446,-1.02522,1.01147,0.0211898,-0.399698,0.624943,-0.496647,-1.02643,0.194261,-0.0154544,0.407433,1.0,0.151
4.87395,-0.483096,-0.21368,-0.174865,0.278175,-0.593952,-0.436782,0.581371,-0.42965,0.375551,-1.03423,1.43001,1.26308,-0.222872,-0.447915,0.507041,-0.0290198,0.317122,0.616111,-0.968915,0.0168525,-0.590859,-0.632846,-1.50401,1.11303,-0.365587,-1.14078,-0.419246,1.82077,0.468998,0.712636,-0.206186,-0.21636,-0.811791,0.729937,-0.116526,-1.38608,-0.152485,-0.385212,-0.401663,1.54764,1.72476,0.667943,0.968745,1.0,0.151
2.7452,3.87719,-1.60822,-0.847723,1.22206,-0.62132,0.00474054,-1.35412,-0.927363,-0.176866,-0.104881,0.104345,-0.668892,-0.451619,0.681113,1.3449,-0.172279,-0.567126,-1.71551,-0.90596,-1.23187,-0.0478643,-0.228415,-1.94342,1.35752,0.0518571,-0.46965,0.250044,-1.69635,0.0710443,1.51345,1.23166,0.193599,-0.749497,1.2885,0.565256,0.100268,-0.697005,-1.12419,-0.543052,-0.882437,-0.301264,-0.789175,0.493209,1.0,0.151
-1.61052,-0.851015,-1.90561,-0.535786,3.19547,1.33269,0.313704,-1.39152,0.118596,0.861655,0.490021,-0.0543492,1.26749,-0.562227,-1.77434,-1.19328,-0.616616,2.56275,0.184565,-0.661316,0.256349,-0.329433,0.615462,0.267228,1.95318,-0.101507,1.47217,-0.295911,0.225446,-1.06944,0.425799,1.18152,0.84497,0.759586,0.0675838,0.967162,0.61316,-0.0866862,1.94847,1.08572,-1.30823,-0.335658,-0.391488,-2.00936,1.0,0.151
8.76247,-2.09335,1.46595,-0.449032,0.921257,2.34163,1.41748,-0.831951,-0.117386,-0.0475195,-1.27419,-0.618982,-0.775932,-0.00552016,-0.74164,-0.0720297,-0.555149,-1.1083,-0.207554,0.784272,-0.98191,0.2594,0.264082,0.301664,2.01454,-1.91844,-0.941783,-0.4369,-0.223867,0.299401,1.51073,-1.90022,-2.19392,0.791189,-0.272415,-0.89515,-2.61626,0.112186,0.419928,1.49313,1.14669,0.0371838,-0.991346,0.321913,1.0,0.151
7.27717,-1.47394,1.75641,-0.886558,2.00758,2.01255,0.173932,1.01854,-1.03856,0.750063,-0.52634,-2.31627,-0.0436179,0.292206,-0.793694,-0.591656,1.31527,0.158422,-1.04131,-0.769439,0.768435,0.722797,-0.00704324,-2.20158,0.882479,-0.369002,1.44719,0.911349,0.575054,-0.797687,-0.254829,-0.0952254,0.381255,-0.270691,-0.429996,0.444405,-1.54432,0.692437,-0.478514,-0.759535,0.951847,-0.540141,-0.462262,0.56315,1.0,0.151
10.4326,-0.285111,0.561711,0.526968,0.502841,1.44748,0.775674,0.922093,1.36441,1.4187,-0.333931,1.28731,0.72212,-1.03266,0.82214,-0.715041,-0.28349,-0.436746,-1.45682,-2.7113,0.0830587,0.44547,1.40087,-1.04296,0.557601,-0.831587,1.04236,-1.47781,-0.658817,-0.742208,-0.750391,0.707112,-1.11102,1.307,-1.34596,-0.977447,-0.464491,-1.39006,-1.24323,-0.849853,0.153343,-0.842177,-0.068627,-1.79114,1.0,0.151
3.09216,-0.135158,-0.0258181,-0.785488,3.60072,1.14678,-0.701064,-1.29627,1.22028,1.28621,-0.757578,1.32858,0.11792,1.3778,0.300957,-0.420344,0.421365,0.830918,-0.555148,0.0595921,-0.839444,1.2413,0.86068,0.631549,-0.0485471,-0.204317,-1.64485,0.863026,1.18813,-0.044786,0.825435,0.277098,0.458248,-0.618037,-2.18242,-0.97546,-0.495143,-0.115081,0.298364,1.83612,-0.438093,0.562263,0.631519,0.264298,1.0,0.151
7.62515,-2.2573,0.972952,-0.848009,2.29951,-1.20076,0.0399454,0.0171246,0.944073,1.91266,0.243886,1.05629,1.39147,0.20724,0.0994681,-0.328456,0.407472,0.709564,0.293275,-0.0619352,-1.66325,0.0718237,0.182264,0.483241,-0.568674,-0.295027,-1.50433,0.742558,-0.470567,2.43585,-0.719648,-0.680094,-0.109709,0.445797,-2.39154,1.10471,-0.854496,0.873664,0.760127,-0.463003,0.366654,-0.161183,0.96636,-0.0649313,1.0,0.151
4.64313,0.235976,0.418458,2.55256,2.33983,-2.60032,-0.421417,-0.133907,-0.0845508,-0.474864,-0.187113,0.122967,-0.901509,0.579273,-0.828293,1.42242,0.952584,-0.395541,0.267385,0.062294,0.333058,-1.31485,0.446402,-0.716231,-0.276213,-0.150993,-1.51676,0.241437,-1.66582,-1.07172,0.982642,-0.584068,1.84988,-0.438499,0.545176,-1.31296,0.566254,-0.410023,-0.503625,1.22406,-0.84161,0.718865,0.412728,-0.3673,1.0,0.151
7.95585,2.19805,1.39806,1.18796,2.25449,-2.19954,0.612268,-1.01774,0.0197572,-0.223505,-0.800348,0.406444,0.644481,-0.123322,-0.889945,1.86358,-1.35352,-0.455668,1.78238,-0.227238,0.226091,-1.42062,0.114184,-0.293161,-1.04112,1.04591,-0.210462,1.87347,-0.652424,-0.695656,0.214124,-1.569,0.673105,-0.178899,2.07951,0.798147,-1.15816,1.54584,-0.120133,2.08901,-0.033069,0.027485,0.716423,-0.125779,1.0,0.151
7.91449,-0.635694,0.478679,0.314723,1.5413,-0.452532,0.168336,-0.466418,0.0477525,-1.0975,-0.348314,-0.386889,0.961435,-0.0241835,-0.0454912,-0.733499,1.15923,-0.812835,-0.80854,-1.7016,0.365403,-0.354355,0.420542,-0.0337849,-0.841206,1.01653,-0.439136,0.934221,-1.07965,1.76284,-0.291962,0.846697,0.171789,-1.46248,-0.124897,-0.358892,0.161988,1.29848,0.0640426,0.195525,0.535817,-0.87444,-0.283235,0.553941,1.0,0.151
5.63554,-0.541702,-2.48161,0.472553,0.666523,4.0974,1.40059,-0.705667,-0.708588,1.48692,-0.18565,0.199775,-0.150615,-0.418426,1.77109,0.396699,-0.463893,-0.263656,-1.3345,-0.965892,-1.48027,1.1582,-1.26688,2.23809,-0.975881,-1.15678,-0.952943,0.556921,1.3455,0.791066,-0.436297,2.08683,0.860957,0.760657,-0.255901,-0.251227,0.222559,-1.30952,-0.40131,-0.371328,1.44377,2.668,1.69713,0.490865,1.0,0.151
6.7168,2.38924,0.659901,1.11728,0.638363,-0.152215,1.03589,-1.25836,0.18397,0.548983,-0.779284,0.299287,0.537211,0.419079,0.100938,-0.728321,-0.299741,0.527095,-1.37176,-0.134782,0.262279,-1.53145,1.11506,1.37669,0.831865,-1.93253,0.173612,0.445116,2.52858,-0.122469,0.713322,-0.267876,-1.32671,1.16427,0.277432,-0.638733,0.185011,-0.304416,-1.69532,0.935438,-0.698387,-1.0921,0.201634,1.49339,1.0,0.151
3.4998,-0.405048,-0.0538885,1.5407,-0.00953007,0.290838,-0.214339,0.17705,-0.930767,-0.574941,-0.915534,-1.05661,-0.797267,-1.28773,-1.66065,-0.832249,-0.323295,-1.50059,-0.173078,-1.57439,-1.73699,1.39748,-1.5374,0.57118,0.436892,-1.15693,0.319102,0.0945603,0.851533,0.787088,-0.539927,1.13677,-1.40413,0.891698,0.402963,1.72223,0.680249,-1.04842,1.07327,0.0487843,-0.728223,0.34517,-0.12603,1.08356,1.0,0.151
7.8769,0.280397,0.0384659,-0.806664,0.918236,-0.586146,0.209574,1.06508,-1.75723,0.530776,0.237103,1.04294,-0.354508,1.56343,0.23396,-0.226934,-0.495233,1.20412,-1.02605,-0.668672,-0.366896,-0.56592,-1.39026,1.4911,1.13948,0.0631338,-0.214765,-0.00698542,-0.485581,-0.748243,1.42632,-0.758152,-0.64558,0.0156553,-0.647521,0.965895,0.399385,-0.528234,1.26934,2.40429,2.31193,-0.995616,-0.988541,-0.350171,1.0,0.151
1.82989,-2.64565,-0.513846,0.395963,0.973315,-0.0969144,-0.431198,0.914845,1.07811,0.45842,0.269274,-1.09997,-1.47832,-1.61735,-2.0585,-0.248479,-1.36075,-0.131061,-0.452025,-0.146191,0.055331,-0.150036,-1.77564,0.308992,-0.743765,1.43812,1.58711,-1.79511,-0.106412,0.463273,1.09591,-0.912867,-0.766194,0.311914,1.55806,0.704163,-1.7596,0.27367,-0.462922,-0.392248,0.354484,0.0259842,1.17857,2.062,1.0,0.151
-4.91491,1.01969,-0.832465,-1.28464,1.19762,3.34929,0.618824,0.108688,-0.39097,-1.55346,-0.384953,-0.326121,-0.369779,0.312696,-2.10876,0.0103459,-1.47738,0.0314372,-2.69095,-0.671652,2.2787,-0.661186,0.824279,0.882832,-0.222783,-1.32852,0.534099,0.640978,0.8375,-0.931786,-1.64214,-0.463016,-0.608493,0.543896,0.373812,-0.212016,-0.729351,2.14318,0.425838,-0.476125,-1.99018,0.127137,0.847212,-2.46834,1.0,0.151
5.88955,-1.21712,0.912597,-2.09383,0.187328,-0.0432784,0.126833,-0.0640102,-2.06834,0.514306,-0.0603521,1.20269,0.900926,-0.880789,0.759515,0.966167,0.918104,-1.82455,-0.44582,0.224776,-0.613414,1.12766,-1.21046,0.352775,0.546091,1.1921,-0.440873,-0.180764,2.00717,0.947042,-1.89427,0.980681,0.674882,-0.194775,0.300085,-1.83888,-0.476115,-0.465772,-0.346476,0.0642209,0.078239,0.241585,1.11766,1.52534,1.0,0.151
2.86575,3.23886,0.103629,-1.1336,1.41612,-2.0715,-0.813705,-0.74457,-1.27537,0.0928028,1.0173,-1.3001,1.9677,1.65637,-0.255535,0.751956,-1.13547,-0.560068,1.88481,0.843208,-2.00559,1.33305,-1.18891,-1.0602,-0.885951,-0.636911,1.33712,-1.93258,0.802041,0.973809,-0.431672,0.604561,-0.522212,-2.34777,-0.912535,0.134977,-0.168727,1.44722,1.68935,-0.089857,0.282196,-0.0454887,-1.26282,-0.691425,1.0,0.151
0.046023,2.67273,-0.786506,-0.501045,1.27964,-0.179742,0.644024,0.188446,0.277834,-0.548123,0.992078,1.08441,-0.514797,-0.186135,0.17038,-2.70957,-2.42481,0.118054,-0.799074,-0.939548,0.875834,-1.23925,-0.723478,1.32597,-1.46852,0.956066,0.233485,1.49232,2.02086,0.469312,-0.11563,0.750322,1.40274,0.571469,-1.2156,0.939033,-0.00276627,-0.30016,0.845953,-2.37626,-0.941873,0.082526,0.0348275,-1.19701,1.0,0.151
3.26306,-0.57238,1.83976,1.45428,0.149196,0.387796,-0.768206,1.02641,-0.442821,-1.26984,-0.424454,0.253004,-2.11776,1.00799,1.61079,-0.74676,0.133287,-0.116837,0.671924,-0.8961,0.284341,0.848017,0.0537046,0.924356,-0.121958,-0.367648,0.847776,-1.13466,-0.579276,3.18959,0.519812,-0.0377635,-0.145839,-2.06224,2.44921,-1.07973,0.493069,-0.169868,0.16264,0.133407,0.853215,-0.0329167,0.583519,-0.864541,1.0,0.151
2.65833,-2.01297,-0.0959901,0.208891,0.898059,-3.22736,-1.20888,-0.603458,-0.0851914,-0.732579,0.216686,-0.220396,-0.10417,-0.423325,-0.607565,0.539513,0.394513,0.0311519,0.206944,0.131189,2.21151,0.751693,0.235646,-2.41568,-1.01535,-0.174356,0.298528,1.34369,-2.22294,-0.81405,0.351626,2.82563,-1.73302,-1.35218,-0.39801,0.565634,1.40416,-0.298475,-1.97434,-1.47366,-1.19801,-0.842557,0.679971,-0.00674801,1.0,0.151
1.23198,-0.245316,0.319549,1.54319,0.677467,2.72005,0.437034,0.184125,2.13936,-0.636137,-1.04113,0.204492,1.62255,-0.591243,1.06939,1.07544,-0.601951,2.21445,-2.10852,0.193347,0.455919,-0.886665,-0.927341,-1.00575,0.774448,0.474869,0.518938,0.0160107,0.357356,-1.86205,-0.565435,1.20007,1.21369,0.0242291,0.826269,-0.547193,0.0893257,-2.02676,-0.520813,0.186899,0.495122,-0.713296,-1.68946,-1.04602,1.0,0.151
-0.414307,-1.40508,1.0179,-1.78551,1.91186,2.99489,-0.652949,0.689056,-0.525669,-0.885898,-1.41455,-0.763456,-1.27375,1.27657,-0.210113,0.698388,1.48586,0.340261,-0.570939,1.05632,0.0497507,-2.56891,-0.425312,0.406365,0.0304704,0.983829,1.17733,-1.39806,-0.0119016,1.27657,-0.903966,0.166292,2.1014,0.453026,0.162612,0.657633,-1.90425,-0.408762,-1.13643,1.52078,-1.18821,0.908125,-0.0346729,-0.0576154,1.0,0.151
14.1498,-0.62992,-0.507131,-0.0550891,-0.0377877,-0.325933,-0.540202,0.212494,-1.02655,0.816009,2.08167,0.848285,-0.69352,-0.0628513,-2.13325,-1.41002,0.234374,-2.17073,-0.546563,-0.929918,-0.217659,0.805927,0.195737,1.13549,0.986446,1.17431,-1.12614,-0.712808,1.26092,0.500413,0.76812,1.36855,0.453717,0.688788,2.17767,1.80847,-0.381349,-1.50229,0.579802,0.0415022,0.338032,-1.21844,-0.67223,0.15619,1.0,0.151
5.98333,1.48202,-0.743008,0.796382,0.303567,-3.885,-0.618964,0.830763,-0.96245,0.0826718,-1.43014,1.66708,1.83479,-0.253884,-0.848271,1.31218,1.83437,0.125846,0.36802,0.162085,-0.373373,0.86159,-0.297698,-1.08663,-0.208,2.04346,0.173326,1.79316,0.432898,0.270737,0.498154,-0.531633,-0.472681,0.365354,0.0637964,0.433708,1.55529,-0.250116,0.348612,0.242507,-1.02933,-0.0161353,1.09394,0.933521,1.0,0.151
7.45844,2.88079,-1.21901,1.07409,2.62541,3.11051,1.37855,0.928753,1.18711,-0.46586,-1.12958,-0.750173,-0.870835,0.359681,0.333386,-0.580733,0.913176,-0.380026,2.10481,1.36757,-0.464388,1.18798,0.147099,-0.514192,-1.50262,-0.645413,-0.27523,-1.26007,1.28296,-1.42727,2.00323,0.751153,1.25141,-1.01129,-0.498534,1.00886,1.66699,-0.711219,-0.000760181,0.033861,2.0972,0.431815,0.0655047,2.07505,1.0,0.151
0.450737,0.0803518,1.48607,-1.83789,1.47828,1.34035,1.20479,0.413591,0.512108,-1.57869,-0.928815,0.907144,0.24436,-1.35876,1.9057,0.0835565,-0.0913306,1.60139,-0.867957,-0.184397,0.326899,0.994714,1.25935,0.675944,0.181474,1.41763,-0.235884,-0.319447,-2.14493,-0.0837224,1.93257,-0.101276,-1.45846,0.326875,-0.0202466,0.130414,-1.41773,0.327379,-0.532048,0.673698,-1.87569,-0.685894,2.03251,-2.47483,1.0,0.151
5.70799,-0.659251,0.205701,1.02237,-0.40753,-2.63123,2.29657,1.79726,-1.86667,-0.130196,1.2413,-0.54767,0.72429,0.910499,1.53365,1.43981,-0.784227,-0.619566,0.972255,-0.351113,0.0439695,-1.03793,-0.491166,-0.0335243,-0.56106,-0.30597,-0.263105,-0.838002,0.38619,-0.21499,-0.365607,1.30109,-1.38892,-0.155067,1.58606,1.00566,-1.26564,0.0473666,-1.78481,-1.27148,1.37917,-0.9513,-1.20923,0.218014,1.0,0.151
12.2785,0.0658995,-0.579915,0.088027,1.9243,-1.81374,0.286264,0.00166125,-1.08973,0.683526,0.403903,0.0425453,1.29991,2.22354,0.361683,0.476847,-0.804782,-0.979611,1.80593,0.287567,0.854656,-0.569693,-0.291264,0.827676,-1.10199,0.683862,1.01302,-0.545587,0.159559,0.878898,1.63382,0.333014,0.0652312,0.642452,0.905551,-0.928863,0.473971,0.568065,-0.475179,-0.481694,0.732388,0.72394,-0.150184,-0.879437,1.0,0.151
5.95065,1.11422,0.410858,-0.5092,1.48188,0.424663,0.695085,1.64666,0.149035,-0.495896,0.0713833,0.891181,-1.63173,1.00587,0.352932,-0.464497,-0.490005,0.747719,-1.9536,-0.809979,-0.636533,-1.63146,2.41626,0.828996,0.774803,-0.844029,0.964712,0.173094,0.38694,0.784029,-0.287985,-0.699641,-0.678793,2.06455,-1.38436,-2.03929,-0.210743,0.599744,-0.489883,-0.866554,-0.37554,0.890596,-0.331123,1.79103,1.0,0.151
3.99698,-0.537585,0.714381,-1.39021,0.113528,-0.00661903,0.0250551,0.73159,-1.34782,0.473529,-0.198708,-0.531159,1.72574,-0.454569,-0.340601,0.253937,-1.55154,-1.69935,0.888603,0.755791,0.322506,-0.961645,2.28909,-0.194138,-0.992554,0.631118,-0.76825,0.794306,-1.35641,1.06743,1.02802,0.730064,1.64103,0.988672,1.10369,-0.734192,-0.804577,-0.888768,0.914219,-1.16488,1.43675,1.18703,1.30099,0.49416,1.0,0.151
4.14732,0.75028,0.0186929,-1.80441,0.465146,4.05,-0.527407,0.855467,1.49025,-0.181026,0.609868,0.432656,-0.816463,0.96576,1.5129,-0.335256,0.155239,-1.31426,1.39918,1.22246,0.809449,-0.295108,2.59252,1.25741,-0.916744,-0.785028,0.280481,-0.388266,-0.724275,-0.878711,0.529162,1.64905,1.40287,-0.87986,-2.12681,0.134642,0.539659,0.940907,0.272373,-0.163136,-0.36642,-0.0532441,0.79657,0.835804,1.0,0.151
5.98239,0.072071,1.65158,-0.539073,2.3113,0.0433269,-0.326854,-1.69706,0.467268,-1.24833,-0.682718,0.995439,0.836759,-1.30224,-0.787339,2.06422,1.94891,0.163971,-1.59959,-0.862223,0.36461,3.52089,0.373341,0.636385,0.28607,-1.76797,-0.846157,-0.0111884,1.88797,-1.5138,-0.612496,0.13653,-0.259765,-0.173285,-1.89202,-1.58439,-0.289457,-0.705628,-0.11784,-1.06094,-0.296183,1.07871,-0.671498,-1.23166,1.0,0.151
1.60822,-2.20438,0.627279,-0.430933,1.7786,-0.278022,0.905399,1.21181,-0.267593,1.29761,1.20717,-0.437601,-1.03934,-0.251399,0.600342,1.69647,-1.10123,1.68725,0.282535,0.787299,0.617639,-1.47579,0.44389,0.723367,-0.395275,-0.914228,0.36033,1.21217,-0.665503,0.776135,0.930114,0.929517,0.377229,-0.796595,-0.0552186,-1.51329,-1.78255,0.4893,-0.415524,-0.217688,0.404181,-2.59832,0.241091,-2.03548,1.0,0.151
4.95036,0.81963,0.390425,-0.470795,2.11496,-1.06982,0.672977,0.977059,-0.821359,0.0283755,0.744148,2.75628,0.926632,-0.0511769,-1.76106,-0.682941,3.01515,0.112462,-1.99433,0.125774,-0.827037,0.841597,1.15036,0.62005,-1.07381,-1.1721,0.577827,-0.352361,-0.0194725,1.83811,-0.59083,0.330489,2.06788,1.48052,-0.795975,0.69989,-0.319758,-2.02866,-0.0297429,0.562546,0.299997,-0.932728,0.217776,0.781722,1.0,0.151
2.21466,0.986432,0.662104,1.28408,1.13999,1.88553,0.931114,-0.279127,-0.0612909,0.25093,-2.56801,0.917363,-0.291315,2.24872,-0.101215,0.627156,1.45074,1.65571,1.67578,2.5364,0.352253,0.0886148,-0.289325,0.550707,-0.13079,0.108373,-0.0889881,-1.08623,-0.206464,-2.78865,1.61688,1.16266,0.286256,-0.263705,-0.0566776,-3.28082,-1.03298,1.11902,1.11528,0.175583,0.452091,1.50405,0.772156,-1.09664,1.0,0.151
5.9958,-0.094491,0.819571,-0.234916,1.18673,-2.28547,0.856162,2.10707,1.8762,-2.98397,-0.951732,-1.25641,0.678813,0.631901,3.02377,-0.0413275,-0.409776,0.267476,0.73983,-2.49552,-0.800858,-0.519258,-0.918106,-0.818275,0.0653496,-0.0364032,0.625544,-1.35262,0.7113,-0.334458,-0.125859,-0.389276,-0.468012,-2.24689,-1.10374,-1.64831,-1.0518,-0.301052,-0.573379,-0.110852,1.75852,-0.385953,0.657497,1.17777,1.0,0.151
9.45142,-0.508479,1.88985,1.10181,2.40412,2.74513,-0.278887,-1.71901,0.0308578,0.0656546,-0.57835,0.536211,0.207449,0.116162,1.35775,-0.817045,0.382524,1.43419,0.556363,-0.991164,1.00572,1.20805,0.216144,0.226948,0.851191,0.718974,0.657859,1.38315,-0.0834088,0.76915,0.0622639,1.69829,-0.987284,-0.777419,-0.829257,2.00108,0.0903829,-0.979188,0.273834,-0.079407,1.27433,-1.0808,-0.30889,0.315562,1.0,0.151
0.531273,-2.81896,-0.580284,0.859192,3.42842,-1.69377,-0.151141,0.270085,1.68106,1.19583,-0.572868,0.314497,-0.934868,1.26492,-1.77352,-0.113258,-0.284789,-0.337867,-0.975063,1.18118,0.354837,0.552658,0.218852,-1.22117,0.0347017,-0.223662,0.914073,-1.15485,-0.0371096,0.733367,-0.465154,0.818771,0.496697,2.38093,-0.716111,-1.51261,-0.0759983,-0.728733,-0.641064,-1.77565,0.338907,-1.33997,-0.939185,-1.55471,1.0,0.151
-4.18152,-1.89478,0.943002,0.950689,1.82241,1.16994,0.962057,1.17984,0.200798,0.608977,-0.363237,0.225147,-0.581093,0.387869,-1.1835,1.35247,1.26961,-1.4688,0.698152,-1.04161,-1.78587,-0.246589,2.00665,-0.433183,-0.971082,0.223177,0.214889,-0.402953,1.01819,1.26255,-0.365282,-0.683972,-1.28665,0.248065,1.48026,-0.251813,0.285756,-1.28587,-1.06172,-1.10396,-2.97061,0.920345,0.97638,0.881068,1.0,0.151
8.89002,0.238486,0.0955517,-0.320419,2.69658,-1.27851,0.298184,-0.797523,1.47408,-1.90068,0.77113,-0.77099,-0.348668,-0.941878,0.53857,-0.896806,-0.221376,0.278104,-0.216036,-2.09607,1.02452,-1.1499,-0.846556,-1.29995,-0.0935816,-1.85057,1.81514,-0.937142,-2.29552,0.921661,0.123469,0.141641,-0.277222,-0.62294,0.166224,-0.485715,-0.794097,1.08397,-0.0866962,-0.690229,0.0390619,-1.55036,0.299696,1.31957,1.0,0.151
1.57812,2.91485,-0.405276,0.511549,2.06344,2.36658,-0.164079,-1.11584,0.408732,-0.878775,-2.39776,0.261133,0.91632,-2.09721,0.997397,-0.670387,-0.36401,0.313563,0.0601044,-0.0899627,-0.858873,-0.832998,1.57711,-0.717832,-0.526878,0.251714,0.0272338,1.65424,0.441956,0.696114,-0.831065,-1.38018,-0.222667,1.1392,-1.22901,-0.227186,-0.197315,-1.34428,-0.832121,-0.4545,2.13589,0.17727,-0.711859,-0.315215,1.0,0.151
7.19804,-0.148133,1.63765,0.755078,1.89131,-0.0618526,1.45982,0.23838,0.294013,-1.15957,-0.442708,0.867949,-0.534683,-2.35174,0.721051,0.0224268,0.15541,0.719645,0.49969,0.411376,0.438012,-1.13853,1.05081,-0.549912,-1.82919,-0.38921,0.354082,-0.783334,0.89133,-1.62184,-1.27747,-0.948167,0.117292,0.507564,-0.107198,-1.54017,0.631375,-0.849897,-0.569962,-0.700102,0.612856,-0.498489,-0.434371,0.308817,1.0,0.151
2.20217,-0.168426,-0.290565,-1.39559,0.272004,0.360829,0.573713,0.220822,0.322005,0.330611,1.37562,2.40001,-0.311917,-0.0167692,0.588485,-0.105383,0.239845,0.61977,-1.21047,0.910031,0.358332,1.71243,-1.24185,-0.277453,-1.28921,0.158124,0.442232,0.037189,-0.296879,1.49641,-0.26207,-0.944721,1.02773,1.56238,0.470944,-1.56232,-0.615068,-0.0367738,0.181173,0.543967,-1.69801,0.358997,0.255946,1.14046,1.0,0.151
6.66348,0.973119,-1.39455,0.581538,2.85767,1.28348,-0.58992,1.1739,0.349649,1.6203,0.533272,-2.01429,-1.24641,-0.312617,-1.48496,-1.32675,-1.40869,1.21954,1.38299,-0.79189,-0.906421,1.92115,-0.158802,-0.879598,-0.972846,2.71302,1.11777,-1.24457,-1.30932,-1.9398,-1.22811,-0.408582,-2.35187,0.459163,0.141619,1.35489,0.886998,-0.0632482,-0.850633,-0.217531,-1.63701,0.125512,-0.0566167,0.55788,1.0,0.151
7.15493,0.0326628,-0.15483,-0.523784,0.796217,-0.0342409,-0.599493,-0.123297,-1.03288,0.0553079,-1.16479,-1.39418,-1.68247,-0.101647,0.907128,-0.601104,-0.769064,1.08199,-0.67728,-0.0513562,-0.732152,-1.69007,-0.232263,1.69186,0.306302,-0.159567,-0.844302,0.271885,1.7753,-0.782981,-1.04291,-0.430675,-1.60512,-0.910998,0.0739741,2.89661,-0.701266,-0.607914,0.644788,0.699631,-0.828151,0.447684,0.767525,0.139336,1.0,0.151
9.37765,-2.12038,-1.05727,-0.298162,2.36135,0.0785026,0.562709,0.242141,0.127953,0.472493,-0.324362,0.168765,-1.12228,0.28495,0.59196,0.482193,-0.506112,-0.219706,-0.772043,2.78572,2.15458,1.06025,-0.387414,-2.05379,0.176146,-0.00537672,0.177505,-1.04096,1.95222,-0.252053,0.137003,0.295948,-0.27085,-1.10344,2.00925,-0.672377,-0.385948,1.0578,0.413906,-1.21281,1.4958,-0.0486849,-0.325056,-0.810425,1.0,0.151
3.85989,1.84809,-1.90445,-2.47246,1.06711,1.03931,1.48666,0.085078,-0.366999,2.98502,-1.31712,0.363007,-0.682874,-0.865808,-0.563612,0.839262,-0.512966,-1.32378,-1.13426,0.332448,-0.653934,1.2947,-1.40705,-0.485314,0.678097,0.104473,-0.644174,1.61987,0.55935,-0.0422859,0.594047,-0.0846564,-0.535682,-0.572257,0.435623,-0.651985,-1.26337,1.11333,-0.704624,0.443705,-0.145626,-0.882401,-1.02786,0.256547,1.0,0.151
1.12793,0.0935917,-0.761801,0.698205,2.11456,1.71332,0.0313504,-0.860325,-1.65081,1.42805,-0.755375,0.341424,-0.496296,2.5311,2.08119,-0.0611544,-0.895575,-0.481079,0.122439,0.416345,0.610527,0.284064,-0.881725,-0.899702,0.961567,-0.0684499,-0.955018,-0.968115,0.770649,0.24854,0.634859,-1.71949,-0.583011,1.02684,2.51385,-0.23136,-0.804161,0.730255,0.92512,-0.361434,0.26986,1.30288,-0.0802147,-1.94388,1.0,0.151
